ASV,Fumarate.8,Succinate.8,Glycine.8,L-Proline.8,D-Fructose.8,L-Glutamate.8,L-Leucine.8,L-Arabinose.8,L-Methionine.8,Citrate.8,D-Glucose.8,Sucrose.8,L-Isoleucine.8,Dulcose.8,D-Serine.8,L-Aspartate.8,N-Acetyl-D-glucosamine.8,Galactose.8,L-Malate.8,Butyrate.8,2-Oxoglutarate.8,D-Ribose.8,L-Valine.8,CELB.8,L-Lysine.8,Ornithine.8,Propionate.8,Pyruvate.8,Acetate.8,Thyminose.8,L-Alanine.8,L-Asparagine.8,Decanoate.8,L-Histidine.8,Melibiose.8,L-Cysteine.8,Myristic acid.8,Niacin.8,Palmitate.8,L-Phenylalanine.8,Melitose.8,L-Threonine.8,L-Tyrosine.8,L-Inositol.8,5-Oxoproline.8,D-Allose.8,L-Fucose.8,L-Rhamnose.8,trans-4-Hydroxy-L-proline.8,trans-4-Hydroxy-L-proline.9,5-Oxoproline.9,Acetate.9,N-Acetyl-D-glucosamine.9,2-Oxoglutarate.9,L-Alanine.9,D-Allose.9,L-Arabinose.9,L-Asparagine.9,L-Aspartate.9,Butyrate.9,CELB.9,Citrate.9,L-Cysteine.9,Decanoate.9,Thyminose.9,D-Fructose.9,L-Fucose.9
Lactobacillus.3,0.0,0.0,-0.5210339490558836,0.0,0.0,0.0,-0.3079498587971827,0.0,0.0,0.9269242519444764,0.4529456693404103,0.0,0.0,0.0,0.0,0.0,0.135781927547044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1597851363954424,0.0,0.0,0.0,0.0,0.0,0.0,-0.071720600885127,0.0,-0.341755610011077,0.0,0.0,0.0,-0.0065356059441977,-0.1005157778419135,-0.0851929789519465,-2.071265313890307,-0.0903441823304363,-0.0536913890604128,2.032637873392733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2414233876056767,1.6578112013142985,0.0150991869520221,-0.0059286964080511,-0.053766392138628,0.0,-0.092123801032555,0.0,-0.000850007066247,-0.1538018635827571,0.109013138471411,-0.0068058825483932,0.0,-0.0013536928785264,0.7636649040600934,-0.0603725119383757
Merdibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875947519390375,-0.2228850533953379,-0.8631154385220553,-3.200971386675777,-0.0771961013511304,0.0,0.0,0.0,-0.3450803481523531,0.0,-0.2914915898478779,-0.1121938707151179,0.0,0.0,-0.3059194586933425,-0.0390130685620081,-0.67461695821642,-0.0527207482780029
Nosocomiicoccus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.1129241488024097,-0.0688829580546975,0.0,0.0,0.0,0.0595939660900049,-0.0521898731775164,-0.0547734373571945,0.0,0.0,-0.0084551772470062,-0.0151002032907257,0.0,0.0,0.0,0.0
Staphylococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.2812733895884032,-0.8037832492785175,0.0750832139929136,0.0,0.8416771682850356,-0.0342600571810085,-0.8025542122296718,-0.8717470952464131,-0.0026941749626692,0.0,-0.0213509836835626,0.0,0.0,-0.3091527466089747,-0.0434298606980691
Turicibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1156841271294087,0.0,0.0,-3.3551999797077245,-0.1124719651249323,0.0425350671157934,0.0,0.0,-0.0254183531808807,0.6076141754150444,-0.0169551023789082,0.0,0.0,-0.092602287976303,0.0,-0.00025688531158,0.0053299897712569,0.0
Lactobacillus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0117956884129122,0.0049286896357464,-1.4159939556776064,-0.0538150921044396,0.3810343482777052,0.0,0.0,-0.0511620909878109,0.0171969249405452,-0.8814428592311634,-0.1925834214330257,0.0,0.0,0.0,0.2785267943040841,0.0,-0.1134568923039811,-0.0466875708484049
Muribaculum.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0903783211570093,0.0,-1.1664969616228036,2.2633760852473084,0.0,0.0,0.0,0.0,0.7129774098418913,0.3303939388367533,0.0,-1.672403125083644,0.0,0.0971083966487974,-0.0017314468348707,0.0,0.0,0.0
Lactobacillus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0690721683027051,0.1261837611358272,0.0,0.0,0.0,-0.6704068663500659,2.6730381128269403,-0.0100698580746891,-0.0156081760740833,0.0,-0.0067854019885429,0.0,0.0,1.3576895568621987,0.0
Clostridium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.806013868300588,0.0,0.0,0.0,-0.027679143477583,0.0,0.0,0.0,0.0,-0.0144116106419372,0.0,0.0045234498733983,0.0,0.0
Alloiococcus.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.287292925467396,-0.009095167674988,,0.2601651223681709,-0.8719463840999934,0.0,-0.015129663425377,-0.1128092921429298,0.0,-0.3020903065841346,0.0,0.0,0.0,0.0,0.0,0.0
Lactobacillus.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.388875851509927,0.4366630258296433,0.0,-1.0480585628213896,0.2958588939336261,-0.0107373577097838,0.0,0.0,0.0,0.0,-0.0060798113317875,0.0,0.0,0.0,0.0
Desulfovibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.0046464513739478,0.0,-0.023325909188352,0.0,0.0,-0.0100854534419693,0.0,0.0,0.0,-8.325163057617302e-05,0.0,-0.008345579993731,0.0,0.0,0.0
Burkholderiales.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.2653486024213865,-0.0068021900379437,0.0,0.3679499030842919,0.0,0.0,-0.0102753749563604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0078890985858598,0.0
Staphylococcus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.1432958395635329,0.0,0.0,0.0,0.0,-0.0210209303600544,-0.1292619441951936,0.0,-0.0409591685106252,0.0,-0.0109449002251725,0.0,0.0,0.0,0.0
Bacillus.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0001033350281933,0.063017954404609,0.0,0.0,0.0,-0.0050277188138327,0.0,-0.0085063029645791,-0.3176967315745329,-0.0091677905185272,-0.0026177661899396,0.0,0.0,0.0013718394335517,0.0
Enterococcus.2,0.0,0.0,0.0,-0.2656341286180101,-2.2113511785091307,0.0,0.0,0.4164021909614584,0.0,-5.565955898675158,0.0,0.0,0.0,-0.735360336529832,0.0,0.0,0.6730852927145636,-2.533512264450119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0222967637447499,-2.533512264450119,0.0,0.0,0.0,-0.2708365196370182,-3.083480833529374,0.8993118192199194,-1.5076812000675883,0.0,0.0,0.0,-0.0222967637447482,0.9585639525661368,0.0,0.0,-0.3082166988544851,0.8603250118145216,0.0,0.0,0.0,0.0,0.0,0.0,0.0932591912287306,0.0,-0.4254360809005779,-0.1256550097384891,0.0329361695926293,-0.7500320946201163,0.0,0.4979486297698853,-0.5697534990827945,0.0,-0.3076978847334818,-0.0301618272479126,-1.7493108696798785,-0.0188280481567208,0.1522894603952783,0.0,-1.0540094294848228,-0.0845017892986865
Enterococcus.1,0.0,0.0,0.0,0.0,2.254820734000418,0.0,-0.3046374252080965,0.0,0.0,0.0,0.0,0.0,0.0,-1.798151927920287,0.0,0.0,3.858812174249553,0.0,0.0,0.0,-2.040119818671577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0831857164879736,0.0,-0.8416769375324982,0.0,0.0,,-1.1714950821835657,-0.1165840343629846,0.0,-0.1829401878713307,-0.1047864273992153,0.0,0.0,0.0,0.0,-1.539402760698538,0.0,0.0,0.0,0.0,0.0,2.0820908781525818,-0.5100299546678942,0.0,0.0,0.0,-0.0438354667938243,0.0,-0.0127638805731334,-0.2891143331212836,0.0,0.0,0.0,0.0,1.3223730590239675,-0.3848506901746344
Acinetobacter.1,-1.851330845885605,0.0,-0.4801707645019104,0.0,0.0,0.0,-0.1840508005764047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2112411374850201,0.0,0.0,0.0,0.0,0.0,0.0,0.4568177429925503,0.4159612646452962,0.0,0.0,0.0,0.0,0.0,-0.0984660866666175,0.0,0.0,0.0,0.0,0.5479273757945035,,-0.5479273757945035,0.0922914862527176,-0.2112411374850201,0.0,0.455500105456314,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.4407288180307661,0.0,0.0,0.0,-0.5310039732185722,0.0,0.1295797359495256,0.0,-0.1599384418356858,0.0,-0.1551984991925689,0.0,0.0077501698102461,-0.1579723621634123
Enterococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5909930912945609,0.0,-0.5380991147134659,-2.104545999299114,0.0,-0.1862140587199722,0.0,0.3181237226535388,-0.2659672970593915,-0.1486954287260716,0.0,-0.4501082623384911,0.2852843858845503,-0.0049723446772885,0.0016272344632972,-0.0389456560582278,0.8428623030901596,0.0
Clostridium.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.4345064627749447,-0.169211575626152,0.0,0.0,0.0,-0.0403414395520966,0.0,0.0,-0.1885615249310899,-0.0004412822444407,-0.0150422772039962,-0.0878433660223962,0.0,0.0,-0.1122640239128723
Akkermansia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0703741330880219,-0.1046749152909246,-0.0638727455888284,-0.1603058018548821,-0.1091683458322902,0.0,0.0,-0.3121664823602855,0.0,0.0,0.0,-0.0001293535163599,-0.0121520497576906,-0.0085643989259083,0.0,0.0403345847079886,-0.0844350959444069
Eubacterium.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0694101180441518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0079514670110378,-0.229379459560474,0.0,-0.008743345193536,0.0,0.0,0.0,0.0,0.0,-0.0018114619238086
Alistipes.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.405042277610707,-0.4543034627430835,-0.0214699415905372,0.0,0.0,0.0,0.0,-0.0188851568986948,0.0,0.0009995966708359,-1.3128499517999372,0.0,0.0,-0.0017744582907462,0.0,0.0,0.0
Bifidobacterium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0444183365381951,3.4214830763307447,-0.0159373845752714,0.0,0.0,0.0,-0.0152488241911117,0.0,0.0,-0.122936634224339,0.0,-0.0015653072808389,0.0,0.0,-0.4990987395871456,0.0
Ruminococcus.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0002783179797035,0.0,-0.0141930507197849,-0.0310659193440077,0.0,0.0,0.0,-0.0061084260317717,-0.0503408036160012,-0.4675252961076521,-0.0078281310378155,-0.000489961720919,0.0,0.0,0.0,-0.7255752984155012,0.0
Acetivibrio.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0007919375684312,0.1059253026873359,5.892987289457924,0.0,0.3914238644757318,0.0,0.0,-0.0173811697817614,0.3295759990171764,-2.507525893389696,0.0,-0.0007919375684312,0.0,0.0,0.0,-0.1000767778134721,0.0
Eubacterium.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0007767984423007,0.0,3.351103348790891,-0.8212996335858203,0.0204468045150125,0.0,0.0,-0.0170489015170515,-0.021623361801192,0.0,-0.0055966023485997,-0.0010087012628523,0.0,0.0,0.0,-1.5654225683647671,0.0
Clostridium.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.5478202275815618,0.0,0.0,0.0,0.0,-0.0198721356424319,0.0,0.0,-0.0877054414041654,0.0,-0.015723792060805,0.0,0.0,0.0,0.0
Alistipes.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.3378702893428094,0.0,0.0,0.0,0.1439343367326034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blautia.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.0290648497685502,-0.0049519154314982,0.0,0.0,0.0,-0.0032992360429976,0.0,0.0,-0.0087233150743042,0.0,-0.0041141469393406,-0.0055441290737537,0.0,0.0,0.0
Clostridium.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0001940092647578,0.0,0.4538284146317964,0.0,0.0,0.0,0.0,-0.0042580477355952,0.0,0.0,-0.7589172439292858,-0.0001940092647578,-0.0024044269976195,0.0,0.0,0.0,0.0
Oscillibacter.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.3297208974546444,-0.0932814491630856,0.0,0.0,0.0,0.0,-0.2066016490727453,-0.3894779698309957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murimonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0442500272464533,0.0,0.0,0.0,0.0,-0.0272278809731045,-0.0426939306284419,0.0,-0.2485500136794939,0.0,-0.0129360703539192,0.0,0.0,0.0,0.0
Oscillibacter.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0151139249803329,-0.0560582910408672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.877741053896992,-0.0309658785120236,0.0,0.0,0.0,-0.0122631029682112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactococcus.1,0.0,0.0,-1.2483587590719305,-3.7494263982799314,0.0,-0.5673729997540393,-1.731882777155887,0.0,0.0,3.066603351757263,0.0,-0.3349446710486816,0.0,0.0,1.428498503286857,0.0,-4.602495881827337,0.0,0.0,0.0,-0.4933924457785421,0.0,0.0,0.0,-0.2970326065971078,0.0,0.0,-2.533512264450119,0.0,0.0,-0.6869512382334921,-1.62395797872625,0.0,0.0,0.0,0.0,0.0,0.0,0.1984764780511403,-0.007098507300771,0.0,-1.0234713368711343,0.0,0.0417392286466271,-0.945806563879058,0.0,-0.944621131845639,0.944621131845639,0.0,-0.1103288309084221,-0.1576344273131763,-0.2584202992502886,-1.4971470015444333,-1.8718816823358184,1.3741416931168045,-0.6629042977712601,0.0,-1.443963836903795,1.4194464166812917,-0.6870046622546835,-0.5267684047578375,1.0280912059399765,0.0,-0.3868080390880508,0.0,-0.3531129987767662,-0.4040827320813536
Paraclostridium.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0014514066211719,0.0020638354770993,0.3111861257532231,0.0,0.0,0.0,0.0,-0.031854966743067,-4.623252802598492,0.0,-0.2987059929702704,-0.0014514066211719,0.0,0.0,0.0136461613578403,0.0,0.0
Bacteroides.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.4113760025886253,0.0,0.0,0.0,-0.0168072012501275,0.0,0.0,0.0,0.0,0.0,-0.0139077378434941,0.0,0.0021506703839319,0.0
Clostridium.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0004027914098766,0.0,0.7601787619273227,0.0,0.0,0.0,0.0,-0.0088403255013769,-0.0885176488344117,-0.6954430355999873,0.0,-0.0004027914098766,-0.0046028638558492,0.0,0.0,-1.2702093991416703,0.0
Agrobacterium.1,2.599194091415704,-2.4846239164511563,0.0,0.0,0.0,0.1287728658571156,0.0,0.0,0.0,0.0008312709585681,0.0,0.0,0.0813101331583694,0.0,0.0,0.0,0.0,0.0680656252034611,0.0,0.0,0.0,0.0,0.1553261342998066,0.0480645762110265,0.0,0.0154628137382248,0.0,0.0,-0.0041665479902212,0.0,0.0,-0.0125879584764249,0.0,0.0,0.0,0.0,0.3920132426178756,-0.0002078177396445,-0.3920132426178756,0.0,-0.0680656252034611,-0.1254999261409072,0.0038223006683177,0.0,0.0,0.0,-0.0494883719059422,,0.0,0.0,0.2972080686108154,-0.0052301616785936,0.0,0.0,0.0,0.0,0.0,0.4470550605867553,0.0,0.0,0.2533097071959562,0.000415635479284,-0.0038402271414821,0.0,-0.0732263559028028,0.0,-0.0247441859529711
Stenotrophomonas.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0028747919410168,0.0,0.0,0.0,0.0,0.0,0.1278513309246756,-0.939947814284045,0.0,-0.0135036518807604,-0.0035081817809864,0.0,0.0,-0.0268797600049066,0.0
