day_diet diff,12_Ketolithocholic acid,drib,5oxpro,ala__L,all__D,arab__L,asn__L,asp__L,cellb,cholate,cit,cys__L,dca,dchac,ddca,galt,fru,fuc__L,fum,gal,glc__D,glu__L,gly,hxa,his__L,indole,ile__L,leu__L,lnlcACP,HC02191,lys__L,mal__L,melib,met__L,ttdca,acgam,nac,octa,orn__L,hdca,phe__L,C10164,pro__L,pyr,raffin,rmn,rib__D,ser__D,succ,sucr,thr__L,tyr__L,HC02194,pta,val__L,akg,cis_Oleic acid,meso_Erythritol,inost,4hpro_LT,ac,but,ppa
RC-ABX_0,-0.0227142857142857,-0.015904761904761894,0.728809523809524,4.672571428571427,-0.051,-3.5017619047619046,0.08383333333333338,1.2802857142857145,-0.08224999999999999,-1.4094285714285715,-0.0195238095238095,-1.1184285714285718,-0.033095238095238094,2.237714285714288,-0.03495238095238091,,-0.3444285714285713,0.010190476190476139,-0.07300000000000006,3.2696666666666685,-11.833666666666666,0.8525238095238096,0.010190476190476194,-0.043,,-0.1785,0.679095238095238,0.7551428571428556,-1.358285714285714,-0.030761904761904796,0.591,-0.12400000000000003,,0.8808571428571432,-0.1754285714285715,0.6634761904761906,0.23542857142857176,-0.15000000000000002,0.1779047619047619,-0.1416666666666666,0.4117142857142859,-0.06585714285714281,2.28395238095238,0.47590476190476205,,-0.19242857142857142,3.4776666666666642,0.816857142857143,-0.4006666666666665,-0.17785714285714294,0.2627142857142858,-0.16490476190476144,-0.0266666666666667,0.3790952380952384,0.10076190476190416,0.8819999999999997,-0.30547619047619046,-0.026857142857142906,-0.9188095238095236,-0.2032857142857143,,,
RC-PBS_1,0.1266,-0.0888666666666667,-0.9972666666666667,-11.7362,0.05279999999999999,-2.1630666666666665,-0.013499999999999984,-1.6304000000000003,0.31949999999999995,0.6776000000000002,0.028066666666666698,0.8597999999999999,0.1078666666666666,13.7386,0.0866666666666667,,0.6916000000000002,-0.16093333333333332,-0.17659999999999998,-4.655066666666668,-0.17693333333333783,-1.0152666666666668,-0.11633333333333329,0.0654,,0.024466666666666692,-2.695666666666667,-4.107799999999999,0.07940000000000014,0.6621333333333335,-0.7803333333333333,-0.0816,,-0.8464000000000003,1.108,-1.2553333333333332,-1.2898,0.11980000000000002,-0.2713333333333333,0.3180666666666667,-0.9530000000000001,0.048999999999999905,-3.410666666666666,-0.4459333333333335,,0.0739999999999999,-7.643466666666665,-1.0366,0.6994666666666665,13.5036,-0.5382,-2.124266666666667,0.22941666666666669,-0.8404666666666667,-0.8833333333333331,-0.8280666666666663,0.5265333333333331,0.0592500000000001,0.02526666666666666,-0.10400000000000001,,,
WD-ABX_0,-0.14926666666666671,-0.039799999999999905,0.655933333333333,7.621866666666663,-0.054299999999999994,-2.2779333333333334,0.01533333333333331,3.580066666666667,-0.48649999999999993,-0.5159333333333336,-0.0023999999999999994,-0.40679999999999983,-0.0765333333333333,-4.945266666666669,-0.0636666666666667,,-1.3699333333333334,0.015599999999999892,-0.07306666666666667,-2.5682666666666676,-13.779399999999999,0.6252666666666667,0.15566666666666656,-0.0860666666666667,,-0.0944666666666667,4.796666666666667,9.896466666666665,-2.5217333333333336,-0.44713333333333344,1.0976666666666668,-0.03373333333333339,,1.8947333333333332,-0.7853333333333334,0.17600000000000005,0.09146666666666659,-0.1371333333333334,0.35,-0.2610666666666668,2.0183333333333335,-0.05966666666666659,1.8356666666666666,0.5839333333333332,,-0.11599999999999991,2.364133333333333,2.5692666666666666,-1.3171333333333333,-12.585266666666666,0.6368666666666669,3.2549333333333337,-0.0840833333333334,-0.03053333333333308,1.5696666666666668,0.7477333333333334,-1.4878666666666667,-0.09025,0.4327333333333334,-0.08966666666666659,,,
WD-PBS_1,-0.0383333333333333,-0.024,-0.34433333333333316,-12.085666666666663,0.11250000000000002,4.267333333333333,0.042666666666666686,-3.7906666666666675,,-1.1196666666666666,-0.012999999999999998,2.117,-0.0356666666666666,-21.121333333333332,-0.048333333333333305,,1.159333333333333,0.1140000000000001,0.021666666666666667,-2.306333333333333,-5.885,-0.7086666666666666,-0.3066666666666666,-0.011333333333333306,,,-4.806666666666667,-9.433666666666666,1.9583333333333335,,-1.306,-0.0866666666666666,,-2.8103333333333333,-0.5696666666666667,-0.5050000000000001,-1.4876666666666667,0.03333333333333341,-0.338,-0.17833333333333334,-1.9963333333333333,0.024666666666666698,-3.7426666666666666,-1.2413333333333332,,0.21900000000000003,-7.212333333333332,-2.7296666666666667,-0.38466666666666666,-0.4063333333333333,0.6233333333333331,-3.7103333333333337,,-1.434666666666667,-1.6766666666666667,,-0.2863333333333331,0.091,0.9676666666666665,0.009666666666666698,,,
RC-ABX_2,,-0.012000000000000004,-0.010000000000000009,-0.9109999999999999,0.004999999999999977,-3.266,-0.01100000000000001,0.08899999999999997,,-0.448,0.08099999999999999,-0.18599999999999994,-0.005999999999999998,-0.419,0.01,,0.5149999999999999,-0.19,0.025000000000000022,-0.064,-7.14,0.02999999999999997,-0.05099999999999999,-0.0040000000000000036,,,-1.077,-2.662,-0.3320000000000001,,0.056999999999999995,0.004,-1.085,-0.12,-0.045999999999999985,-0.42899999999999994,0.01899999999999999,-0.01100000000000001,0.008999999999999994,-0.016000000000000014,-0.29499999999999993,-0.048000000000000015,-0.724,-0.007000000000000006,-1.5130000000000052,-0.07400000000000001,-0.7730000000000001,-0.12199999999999989,-0.002999999999999999,0.1090000000000001,-0.02499999999999991,-0.776,,-0.003999999999999997,-0.31599999999999995,,-0.018000000000000016,-0.044,1.5150000000000001,-0.03,,,
RC-ABX_3,,0.0,0.139,0.6489999999999999,-0.05799999999999998,-1.129,0.091,0.6840000000000002,,-0.031000000000000007,-0.094,0.18599999999999994,0.0010000000000000009,-0.055999999999999994,-0.009000000000000001,,-0.7859999999999998,0.015,-0.10399999999999998,0.74,-3.468,0.21299999999999997,0.0040000000000000036,-0.001999999999999988,,,0.347,1.548,-0.3410000000000002,,0.511,-0.005000000000000001,,0.11099999999999999,-0.035999999999999976,,0.129,-0.010000000000000009,0.354,-0.03299999999999992,0.15499999999999992,-0.001999999999999988,0.5430000000000001,0.238,,-0.04400000000000001,-1.091,-1.323,0.002999999999999999,-0.138,0.829,-0.915,,-0.0020000000000000018,0.352,,-0.4099999999999999,0.11099999999999999,-3.521,0.08,,,
RC-ABX_4,,0.05500000000000001,0.2490000000000001,2.16725,0.027499999999999997,3.810249999999999,0.1405,1.067,,1.1207500000000001,0.018249999999999995,-0.10699999999999976,0.020249999999999997,,0.017,0.5996666666666668,-0.8345,0.03875000000000001,0.34024999999999994,2.1425,5.70175,0.08025000000000004,0.14200000000000002,0.028999999999999998,,,0.9859999999999998,1.40775,1.0565,,-0.368,0.039499999999999896,,0.19850000000000007,0.12024999999999997,,0.495,0.07274999999999998,-0.28425,0.11824999999999997,0.07399999999999995,0.07725,3.9930000000000003,0.29124999999999995,,0.24475,1.3615,0.33899999999999997,1.0205000000000002,-0.19950000000000007,-1.04525,0.67425,,0.0395,0.41025,0.0117499999999999,0.65875,0.66425,2.5995,0.659,,,
RC-ABX_5,,-0.067,-0.6280000000000001,-2.57025,0.5735,-3.099249999999999,-0.3738333333333334,-2.492,5.122833333333334,-1.05275,0.057083333333333305,0.14866666666666628,0.1984166666666666,,0.1086666666666666,,5.770833333333333,0.05758333333333329,-0.39425,-2.5425,6.021916666666668,-0.4155833333333333,-0.08466666666666672,0.11599999999999999,,,-1.1226666666666665,-2.5447500000000005,-2.1165,,,,,-0.15016666666666673,0.8497500000000002,0.21699999999999997,-0.6346666666666667,0.05558333333333332,,0.020749999999999935,-0.4726666666666666,0.008749999999999897,-3.9223333333333334,-0.5572499999999999,,-0.2420833333333334,0.4928333333333337,1.4383333333333335,-1.0195,1.4465000000000001,-0.87075,0.7070833333333333,,-0.0218333333333334,-0.7779166666666666,,1.0179166666666661,-0.7745833333333334,1.216166666666667,-0.7533333333333334,,,
WD-ABX_2,,0.16475,-0.13499999999999995,8.17425,-0.6325000000000001,10.578000000000001,0.03733333333333341,1.5324999999999998,-4.657583333333334,0.73075,-0.0900833333333333,-0.9484166666666662,-0.1261666666666666,61.10475,-0.0426666666666666,,-5.611833333333333,0.1244166666666667,0.478,4.68225,34.81908333333334,0.052583333333333315,0.2586666666666667,-0.012499999999999983,,,2.989666666666667,5.907750000000001,6.1955,,,,,0.41316666666666674,-0.3055000000000002,0.6427499999999999,2.6284166666666664,0.18191666666666673,,0.484,0.5351666666666668,0.13250000000000012,2.6203333333333334,0.29500000000000004,,0.07833333333333331,9.169166666666666,-0.7315833333333335,0.536,-1.558,-0.17025,3.787166666666667,,1.6500833333333333,0.9499166666666667,,1.4503333333333335,0.05058333333333341,-2.908666666666667,0.2198333333333334,,,
RC-ABX_6,-0.29424999999999996,-0.15075,0.009666666666666601,-7.96425,0.3738333333333333,-11.012666666666668,-0.05733333333333341,-1.6258333333333332,4.031583333333334,-0.72975,0.0630833333333333,1.66175,0.0741666666666666,-60.793083333333335,0.017666666666666594,,3.5761666666666665,-0.20341666666666672,-0.488,-5.070916666666666,-37.16075000000001,-0.1285833333333334,-0.23066666666666671,0.006166666666666598,,,-2.965666666666667,-6.515416666666668,-6.251833333333334,,,,,-0.5255000000000001,0.16249999999999998,-0.7770833333333333,-2.60275,-0.1615833333333333,,-0.44266666666666665,-0.5871666666666667,-0.07516666666666671,-2.5,-0.28566666666666674,,-0.1206666666666666,-9.564166666666667,0.4312499999999999,-0.535,1.6703333333333332,0.06558333333333333,-4.1818333333333335,,-1.6410833333333334,-0.9495833333333334,,-1.7869999999999995,-0.051250000000000004,2.5113333333333334,-0.2265,,,
WD-ABX_3,0.025999999999999898,0.17212500000000003,0.35133333333333344,7.2445,-0.09633333333333327,4.517791666666667,0.1747333333333334,2.611708333333333,-3.8840000000000003,0.21637500000000004,-0.02970833333333331,-1.9933750000000003,-0.1442916666666666,16.90295833333333,-0.0646666666666666,,-2.6470416666666665,0.047291666666666704,0.217875,3.6610416666666667,12.802249999999999,0.44033333333333335,0.08379166666666668,-0.09779166666666661,,,3.5420416666666665,5.614291666666667,2.9483333333333333,,,,3.6273333333333335,1.0215,-0.563375,0.3048333333333334,1.34,-0.08754166666666671,,-0.01645833333333324,0.9577916666666666,-0.08158333333333331,3.609,0.14704166666666668,,0.03441666666666669,5.792916666666667,0.4384999999999999,0.49024999999999996,-0.6742083333333333,0.6705416666666667,2.206833333333334,,1.1370833333333334,0.9967083333333333,,-0.09350000000000014,-0.0011428571428571954,-2.3068333333333335,0.14275000000000002,,,
RC-ABX_7,-0.0409999999999999,-0.148375,0.14387499999999998,-6.418000000000001,-0.047375,-4.176375,-0.00940000000000002,-1.0695,2.1010952380952386,-0.23025,0.050125,2.02975,0.020500000000000004,-17.201624999999996,0.0050000000000000044,,0.9647499999999998,0.8438749999999999,-0.207875,-1.8500892857142857,-15.949124999999999,-0.09887499999999994,0.13387500000000002,-0.012124999999999997,,,-2.2329999999999997,-2.7005,-2.8935,,-0.79545,-0.1721071428571428,-1.338,-0.736,-0.07587500000000003,-0.15621428571428575,-1.252875,-0.045125,-0.048828571428571416,-0.16649999999999998,-0.4791249999999999,-0.011874999999999997,4.433375000000001,0.47575,32.34899999999999,0.008875000000000022,-6.447875,-0.7796249999999998,-0.2955,0.2601607142857145,0.7317500000000001,-2.224125,,-1.16125,-0.515125,-0.08485,-1.361,0.046142857142857194,1.4056250000000001,-0.0685000000000001,-31.489999999999995,-9.283333333333331,-8.016666666666667
WD-ABX_4,0.16974999999999998,0.21874999999999997,0.2861250000000001,10.679666666666666,-0.186375,3.4420833333333336,0.20199999999999999,1.9137916666666663,-2.446428571428572,0.2472083333333333,-0.021916666666666695,-1.8717083333333329,0.328125,41.354400000000005,0.274,0.254,-0.9545416666666664,-0.7563333333333333,0.278,2.0077142857142856,19.631708333333336,0.36620833333333336,0.023333333333333317,0.08241666666666658,,,4.623625000000001,6.913208333333333,2.597,,0.9042500000000002,0.10585,3.018,1.2053333333333331,1.6207499999999997,0.6161142857142856,1.472375,0.16183333333333327,0.17659999999999998,0.544125,1.1175000000000002,0.0824583333333333,-4.062208333333333,0.07337499999999997,-15.795999999999992,-0.012625000000000025,7.8607916666666675,0.8816250000000001,0.47858333333333336,-0.8176190476190478,0.0732083333333331,4.346291666666666,,1.2025,1.3964166666666664,0.4842499999999999,3.844333333333333,0.023333333333333303,-0.724791666666667,0.08258333333333338,29.846666666666664,9.136666666666668,6.926666666666666
RC-ABX_8,-0.0704166666666667,0.36650000000000005,0.2666666666666666,10.274833333333335,-0.04225,6.4995,-0.3025,-1.2349999999999994,-0.058999999999999886,0.24200000000000005,-0.030166666666666703,-1.187666666666667,-0.33499999999999996,-26.06973333333334,-0.2506666666666667,,1.4258333333333335,0.1201666666666667,0.04866666666666675,6.108666666666664,34.572500000000005,0.31033333333333324,0.06733333333333341,-0.014166666666666577,,0.12883333333333327,-3.2103333333333355,-3.3083333333333336,0.943166666666666,-1.64075,-0.005666666666666931,0.21073333333333333,,0.08816666666666695,-1.2818333333333332,0.6006000000000002,2.6961666666666666,-0.08316666666666667,-0.07986666666666667,-0.2928333333333334,-0.38016666666666676,-0.03466666666666671,1.2805,0.6808333333333333,,0.03599999999999992,11.151833333333336,0.351833333333333,0.30133333333333334,-0.5083333333333333,-1.0261666666666664,-0.10666666666666558,-0.0926666666666667,3.6930000000000005,-0.6629999999999996,0.5463333333333332,-1.2448333333333332,-0.046,0.11433333333333362,0.1778333333333334,,,
RC-PBS_9,0.0081666666666666,-0.5713333333333335,-0.21133333333333315,-18.579666666666668,0.0991666666666666,-10.362333333333334,0.889,1.5166666666666666,0.40259999999999996,1.577666666666667,0.0655,1.7891666666666663,0.0221666666666666,-7.648466666666666,0.06241666666666669,,-1.7738333333333334,-0.26033333333333347,-0.23700000000000004,-8.81583333333333,-54.94266666666667,-0.34950000000000003,-0.015000000000000124,-0.0661666666666667,,-0.2886666666666667,1.3618333333333332,-0.08583333333333165,-3.2798333333333325,0.0749999999999999,-0.4198333333333333,-0.31153333333333333,,-0.6119999999999999,0.7390000000000001,-1.0870000000000002,-3.892,-0.060000000000000026,-0.015133333333333304,0.12950000000000017,-0.014166666666666439,-0.02816666666666659,-0.03883333333333283,-1.1093333333333333,,-0.04716666666666661,-18.897500000000004,-0.5140000000000005,-0.6460000000000001,0.5938333333333334,0.8783333333333332,-3.7041666666666675,0.1016666666666668,-4.755,0.4871666666666663,-0.9769333333333331,-1.0781666666666672,0.0353333333333333,-0.28800000000000003,-0.12550000000000008,,,
WD-ABX_5,0.004000000000000101,0.1268333333333334,0.3221666666666665,12.420166666666667,-0.12466666666666659,1.3034999999999997,-0.43000000000000005,0.5876666666666663,-0.7666,3.797,-0.0236666666666666,-1.7706666666666662,0.23283333333333342,25.305799999999998,0.10775000000000001,,-0.6088333333333336,0.08049999999999999,0.2438333333333333,2.3946666666666667,18.073833333333333,0.4408333333333333,0.37183333333333335,0.015666666666666704,,0.06533333333333341,0.7500000000000009,4.280833333333332,-0.37083333333333346,0.19100000000000011,0.061999999999999944,0.1437,,1.1394999999999997,1.3308333333333333,0.8525000000000001,1.6148333333333333,-0.03016666666666659,0.1723,0.11933333333333318,0.6133333333333331,-0.016500000000000098,-0.7473333333333345,0.915,,-0.08033333333333331,11.107000000000001,1.5036666666666674,0.048833333333333395,1.1053333333333333,-0.6134999999999999,4.303166666666668,0.2163333333333333,1.4025000000000003,0.13566666666666682,1.0356,3.971166666666667,-0.0936666666666667,0.530833333333333,-0.1246666666666666,,,
